"piece_id","name","affinity","role","role_code","intent","tier","level","kind","n_matches","n_pair_games","n_pair_wins","n_team_wins","n_team_draws","n_team_timeouts","mean_duration_ticks","win_rate","expected_wr","wr_delta","expected_power","timeout_rate","own_weather_wr","counter_weather_wr","weather_sensitivity","wd_z"
"enemy_company_guard@3","Company Guard","clear","tank","int-melee-tanky_hp-auto-heavy-utility","utility",4,3,"enemy",2580,14382,7874.5,1163,439,439,7911.4,0.5475,0.5799,-0.0324,16,0.1702,0.5582,NA,0.02,-0.577944300776024
"enemy_conscript","Conscript","clear","swashbuckler","int-melee-squishy-auto-steady-damage","damage",1,1,"enemy",2334,13344,4669.5,670,228,228,6664.2,0.3499,0.3741,-0.0242,1,0.0977,0.3577,NA,0.0202,-0.710896781174689
"enemy_conscript@2","Conscript","clear","swashbuckler","int-melee-squishy-auto-steady-damage","damage",1,2,"enemy",2310,12546,4683.5,770,198,198,6491.7,0.3733,0.4476,-0.0743,2,0.0857,0.3654,NA,0.0175,-1.81469622549861
"enemy_conscript@3","Conscript","clear","swashbuckler","int-melee-squishy-auto-steady-damage","damage",1,3,"enemy",2262,12780,5765,939,108,108,6160.3,0.4511,0.5094,-0.0583,8,0.0477,0.4589,NA,0.02,-1.46218542491612
"enemy_crossbow_levy","Crossbow Levy","clear","marksman","str-ranged-squishy-auto-brisk-damage","damage",2,1,"enemy",2598,14358,5425,894,197,197,6528.8,0.3778,0.3936,-0.0158,1.2599,0.0758,0.3677,NA,0.0186,-0.65138702906912
"enemy_crossbow_levy@2","Crossbow Levy","clear","marksman","str-ranged-squishy-auto-brisk-damage","damage",2,2,"enemy",2340,12972,5363,853,164,164,6184.5,0.4134,0.4093,0.0041,2.5198,0.0701,0.41,NA,0.0208,0.377935512895582
"enemy_crossbow_levy@3","Crossbow Levy","clear","marksman","str-ranged-squishy-auto-brisk-damage","damage",2,3,"enemy",2586,14922,8035,1259,209,209,6501.7,0.5385,0.5279,0.0105,10.0794,0.0808,0.546,NA,0.0207,0.708973918351567
"enemy_drained_stalker","Drained Stalker","mist","spellslinger","int-ranged-speedy-damage","damage",4,1,"enemy",2328,13524,5160,744,208,208,6730.1,0.3815,0.3807,9e-04,2,0.0893,0.3795,0.3964,0.0217,0.409730307075085
"enemy_drained_stalker@2","Drained Stalker","mist","spellslinger","int-ranged-speedy-damage","damage",4,2,"enemy",2214,11880,5403,883,135,135,6222.6,0.4548,0.4737,-0.0189,4,0.061,0.4571,0.4432,0.0189,-0.177535675971521
"enemy_drained_stalker@3","Drained Stalker","mist","spellslinger","int-ranged-speedy-damage","damage",4,3,"enemy",2694,15372,8083,1299,148,148,6387.6,0.5258,0.5468,-0.021,16,0.0549,0.5215,0.506,0.0351,-0.239821462052221
"enemy_dredge_hulk","Dredge-Hulk","rain","bruiser","melee-tanky_hp-leaden-damage","damage",7,1,"enemy",2238,12096,5606,851,214,214,6811.3,0.4635,0.442,0.0215,4,0.0956,0.4593,0.4725,0.0327,0.887818006055306
"enemy_dredge_hulk@2","Dredge-Hulk","rain","bruiser","melee-tanky_hp-leaden-damage","damage",7,2,"enemy",1746,9648,4839,782,204,204,7328.9,0.5016,0.51,-0.0084,8,0.1168,0.5059,0.4869,0.0311,0.0944964912192199
"enemy_dredge_hulk@3","Dredge-Hulk","rain","bruiser","melee-tanky_hp-leaden-damage","damage",7,3,"enemy",2556,14028,8577,1375,452,452,7859.4,0.6114,0.7092,-0.0977,32,0.1768,0.617,0.6061,0.0184,-2.27485505643504
"enemy_drowned_siren","Drowned Siren","rain","mage","int-ranged-squishy-ability-damage","damage",4,1,"enemy",2460,13986,5535,853,135,135,6339,0.3958,0.4101,-0.0144,2,0.0549,0.3934,0.387,0.0204,-0.0440661343700195
"enemy_drowned_siren@2","Drowned Siren","rain","mage","int-ranged-squishy-ability-damage","damage",4,2,"enemy",3348,18468,6847,1122,232,232,6515.9,0.3707,0.3772,-0.0064,4,0.0693,0.3691,0.3793,0.0211,0.193213050699316
"enemy_drowned_siren@3","Drowned Siren","rain","mage","int-ranged-squishy-ability-damage","damage",4,3,"enemy",1944,10548,4849.5,823,129,129,6411.2,0.4598,0.5387,-0.0789,16,0.0664,0.4835,0.4562,0.0378,-1.95712956399154
"enemy_field_chaplain","Field Chaplain","clear","support","int-ranged-ability-steady-utility","utility",3,1,"enemy",2514,14256,5984,851,354,354,7283.3,0.4198,0.4053,0.0145,1.5874,0.1408,0.4186,NA,0.0141,0.394257170023912
"enemy_field_chaplain@2","Field Chaplain","clear","support","int-ranged-ability-steady-utility","utility",3,2,"enemy",2250,12684,5297.5,767,276,276,6989.5,0.4177,0.4234,-0.0057,3.1748,0.1227,0.4243,NA,0.0234,-0.401006222863123
"enemy_field_chaplain@3","Field Chaplain","clear","support","int-ranged-ability-steady-utility","utility",3,3,"enemy",2346,13338,6737.5,949,472,472,7836.4,0.5051,0.5119,-0.0068,12.6992,0.2012,0.5196,NA,0.052,-0.44431264524806
"enemy_field_medic","Field Medic","clear","support","int-ranged-ability-utility","utility",2,1,"enemy",2496,13764,5409,851,233,233,6606.2,0.393,0.4102,-0.0172,1.2599,0.0933,0.3832,NA,0.0242,-0.723801680262616
"enemy_field_medic@2","Field Medic","clear","support","int-ranged-ability-utility","utility",2,2,"enemy",1770,9822,3526.5,524,218,218,7046.6,0.359,0.3555,0.0035,2.5198,0.1232,0.3461,NA,0.0247,0.346900662384084
"enemy_field_medic@3","Field Medic","clear","support","int-ranged-ability-utility","utility",2,3,"enemy",1908,11154,5925,828,285,285,7316,0.5312,0.5379,-0.0067,10.0794,0.1494,0.5503,NA,0.0398,-0.180691796311392
"enemy_flood_tyrant","Flood Tyrant","rain","mage","ranged-ability-heavy","hybrid",10,1,"enemy",2688,14892,7818.5,1295,199,199,6652.7,0.525,0.4976,0.0274,8,0.074,0.5409,0.5133,0.0437,0.234434648613563
"enemy_flood_tyrant@2","Flood Tyrant","rain","mage","ranged-ability-heavy","hybrid",10,2,"enemy",2250,12828,7355,1223,265,265,7035,0.5734,0.5262,0.0472,16,0.1178,0.6022,0.5706,0.0468,0.573390059428467
"enemy_flood_tyrant@3","Flood Tyrant","rain","mage","ranged-ability-heavy","hybrid",10,3,"enemy",2802,14934,12566.5,2348,98,98,5894.6,0.8415,0.863,-0.0215,64,0.035,0.8712,0.811,0.0603,-0.602682502338397
"enemy_frost_sovereign","Frost Sovereign","snow","spellblade","ranged-leaden","hybrid",10,1,"enemy",2730,15282,7451,1249,222,222,6826.2,0.4876,0.4535,0.0341,8,0.0813,0.5098,0.4578,0.052,0.349131681566081
"enemy_frost_sovereign@2","Frost Sovereign","snow","spellblade","ranged-leaden","hybrid",10,2,"enemy",2172,12036,7515,1288,168,168,7119.2,0.6244,0.6112,0.0132,16,0.0773,0.6304,0.596,0.0561,-0.00865458540520659
"enemy_frost_sovereign@3","Frost Sovereign","snow","spellblade","ranged-leaden","hybrid",10,3,"enemy",2274,12660,9872,1768,154,154,6602.4,0.7798,0.8332,-0.0534,64,0.0677,0.7993,0.7344,0.0756,-1.14877733087352
"enemy_glacier_goliath","Glacier Goliath","snow","tank","str-melee-tanky_arm-ability-leaden-utility","utility",7,1,"enemy",2052,11586,5549,809,262,262,7133,0.4789,0.4547,0.0243,4,0.1277,0.4795,0.4922,0.021,0.962108984033267
"enemy_glacier_goliath@2","Glacier Goliath","snow","tank","str-melee-tanky_arm-ability-leaden-utility","utility",7,2,"enemy",2394,13422,6096.5,832,451,451,7814.2,0.4542,0.4452,0.009,8,0.1884,0.4656,0.4506,0.0181,0.556161854367979
"enemy_glacier_goliath@3","Glacier Goliath","snow","tank","str-melee-tanky_arm-ability-leaden-utility","utility",7,3,"enemy",2280,12852,7888,1123,612,612,8537.5,0.6138,0.6643,-0.0506,32,0.2684,0.6454,0.6083,0.0448,-1.0251746768772
"enemy_grand_marshal","Grand Marshal","clear","swashbuckler","str-melee-auto-brisk-damage","damage",10,1,"enemy",2412,13158,6942.5,1233,157,157,6380.4,0.5276,0.4897,0.0379,8,0.0651,0.5333,NA,0.0169,0.414183730106315
"enemy_grand_marshal@2","Grand Marshal","clear","swashbuckler","str-melee-auto-brisk-damage","damage",10,2,"enemy",2568,13818,8436,1520,150,150,6273,0.6105,0.5684,0.0421,16,0.0584,0.6116,NA,0.0102,0.486083362703416
"enemy_grand_marshal@3","Grand Marshal","clear","swashbuckler","str-melee-auto-brisk-damage","damage",10,3,"enemy",2754,14844,12789.5,2433,53,53,5463.7,0.8616,0.8391,0.0225,64,0.0192,0.8682,NA,0.0255,0.150551743916945
"enemy_gunslinger","Gunslinger","clear","marksman","str-ranged-auto-speedy-damage","damage",5,1,"enemy",2064,11598,4802.5,741,165,165,6341.6,0.4141,0.3844,0.0297,2.5198,0.0799,0.4165,NA,0.0316,0.751307056316717
"enemy_gunslinger@2","Gunslinger","clear","marksman","str-ranged-auto-speedy-damage","damage",5,2,"enemy",2514,14112,6494.5,1034,188,188,6607.6,0.4602,0.46,2e-04,5.0397,0.0748,0.4551,NA,0.0289,-0.0658902422316215
"enemy_gunslinger@3","Gunslinger","clear","marksman","str-ranged-auto-speedy-damage","damage",5,3,"enemy",2598,15138,9860,1691,140,140,6158.1,0.6513,0.6433,0.0081,20.1587,0.0539,0.6653,NA,0.0214,0.15295242415929
"enemy_heavy_knight","Heavy Knight","clear","tank","str-melee-tanky_hp-auto-leaden-utility","utility",4,1,"enemy",2454,13596,5695.5,839,274,274,6706.5,0.4189,0.4131,0.0058,2,0.1117,0.421,NA,0.0168,0.555063807930052
"enemy_heavy_knight@2","Heavy Knight","clear","tank","str-melee-tanky_hp-auto-leaden-utility","utility",4,2,"enemy",2130,12126,4777.5,697,238,238,7209.9,0.394,0.3508,0.0432,4,0.1117,0.3924,NA,0.0299,1.6643439981292
"enemy_heavy_knight@3","Heavy Knight","clear","tank","str-melee-tanky_hp-auto-leaden-utility","utility",4,3,"enemy",2586,14844,8216.5,1304,322,322,7685.2,0.5535,0.6031,-0.0495,16,0.1245,0.5439,NA,0.0261,-1.08512855886173
"enemy_hexblade_officer","Hexblade Officer","clear","assassin","int-melee-ability-brisk-damage","damage",6,1,"enemy",2430,13866,6593,993,213,213,6609.2,0.4755,0.4708,0.0047,3.1748,0.0877,0.4662,NA,0.0331,0.0794984387881671
"enemy_hexblade_officer@2","Hexblade Officer","clear","assassin","int-melee-ability-brisk-damage","damage",6,2,"enemy",2598,14382,6794,1129,226,226,6708.4,0.4724,0.4397,0.0327,6.3496,0.087,0.471,NA,0.0088,0.903926692887677
"enemy_hexblade_officer@3","Hexblade Officer","clear","assassin","int-melee-ability-brisk-damage","damage",6,3,"enemy",2106,11976,8034,1394,99,99,6186.4,0.6708,0.6508,0.02,25.3984,0.047,0.6693,NA,0.0323,0.529989591921114
"enemy_hierarch","Hierarch","clear","support","int-ranged-ability-steady-utility","utility",8,1,"enemy",2076,11454,5079.5,729,311,311,7420.5,0.4435,0.384,0.0595,5.0397,0.1498,0.44,NA,0.0325,1.32913186942184
"enemy_hierarch@2","Hierarch","clear","support","int-ranged-ability-steady-utility","utility",8,2,"enemy",2394,13776,6761,1006,324,324,7512.9,0.4908,0.4752,0.0156,10.0794,0.1353,0.4941,NA,0.0142,0.327020041404724
"enemy_hierarch@3","Hierarch","clear","support","int-ranged-ability-steady-utility","utility",8,3,"enemy",1968,11178,6912,971,461,461,8210.2,0.6184,0.7466,-0.1283,40.3175,0.2342,0.6202,NA,0.0148,-2.95780665681083
"enemy_hollowed_wisp","Hollowed Wisp","mist","assassin","int-melee-squishy-ability-brisk-damage","damage",3,1,"enemy",2118,11964,4885,753,199,199,6300,0.4083,0.4398,-0.0315,1.5874,0.094,0.4125,0.4097,0.0108,-1.41673867516438
"enemy_hollowed_wisp@2","Hollowed Wisp","mist","assassin","int-melee-squishy-ability-brisk-damage","damage",3,2,"enemy",2202,12048,4292.5,752,127,127,6143.8,0.3563,0.3855,-0.0292,3.1748,0.0577,0.3518,0.3464,0.0349,-1.32618888290497
"enemy_hollowed_wisp@3","Hollowed Wisp","mist","assassin","int-melee-squishy-ability-brisk-damage","damage",3,3,"enemy",2658,14652,7067,1167,255,255,6611.7,0.4823,0.5,-0.0177,12.6992,0.0959,0.4785,0.4775,0.0143,-0.873439921607896
"enemy_inquisitor","Inquisitor","clear","tank","melee-tanky_arm-auto-steady","hybrid",6,1,"enemy",2388,13074,5663,868,230,230,7016.8,0.4331,0.4433,-0.0102,3.1748,0.0963,0.43,NA,0.0351,-0.359215167857644
"enemy_inquisitor@2","Inquisitor","clear","tank","melee-tanky_arm-auto-steady","hybrid",6,2,"enemy",2472,13746,5841,952,235,235,6970,0.4249,0.4352,-0.0103,6.3496,0.0951,0.4398,NA,0.0334,-0.362159554479428
"enemy_inquisitor@3","Inquisitor","clear","tank","melee-tanky_arm-auto-steady","hybrid",6,3,"enemy",2046,11346,6510,1066,308,308,7958.8,0.5738,0.6494,-0.0756,25.3984,0.1505,0.588,NA,0.0307,-2.28484401850436
"enemy_iron_collared_hound","Iron-Collared Hound","snow","swashbuckler","str-melee-auto-speedy-damage","damage",3,1,"enemy",1908,10974,4517,646,226,226,6902.3,0.4116,0.4248,-0.0132,1.5874,0.1184,0.4112,0.4243,0.0213,-0.696277284578606
"enemy_iron_collared_hound@2","Iron-Collared Hound","snow","swashbuckler","str-melee-auto-speedy-damage","damage",3,2,"enemy",2562,14250,7104,1103,203,203,6577.2,0.4985,0.4821,0.0164,3.1748,0.0792,0.4943,0.5124,0.0299,0.469059172325168
"enemy_iron_collared_hound@3","Iron-Collared Hound","snow","swashbuckler","str-melee-auto-speedy-damage","damage",3,3,"enemy",1872,10206,5109.5,925,119,119,6606,0.5006,0.4797,0.0209,12.6992,0.0636,0.51,0.4897,0.03,0.646221809354457
"enemy_iron_maiden","Iron Maiden","clear","tank","melee-tanky_hp-ability-leaden","hybrid",7,1,"enemy",2784,15852,7122.5,1085,282,282,7195.7,0.4493,0.4459,0.0034,4,0.1013,0.457,NA,0.032,0.407579898412057
"enemy_iron_maiden@2","Iron Maiden","clear","tank","melee-tanky_hp-ability-leaden","hybrid",7,2,"enemy",2448,13530,6538,1024,257,257,7196.2,0.4832,0.4603,0.0229,8,0.105,0.4938,NA,0.0401,0.924963495044286
"enemy_iron_maiden@3","Iron Maiden","clear","tank","melee-tanky_hp-ability-leaden","hybrid",7,3,"enemy",2508,13986,9110.5,1512,330,330,7745.5,0.6514,0.7053,-0.0539,32,0.1316,0.6564,NA,0.0199,-1.11273190092265
"enemy_levyman","Levyman","clear","tank","int-melee-tanky_hp-auto-heavy-utility","utility",1,1,"enemy",2622,14862,5872,847,324,324,7209.5,0.3951,0.4045,-0.0094,1,0.1236,0.3878,NA,0.0172,-0.384824290635885
"enemy_levyman@2","Levyman","clear","tank","int-melee-tanky_hp-auto-heavy-utility","utility",1,2,"enemy",2394,13344,4965,804,201,201,6647.4,0.3721,0.3763,-0.0043,2,0.084,0.3759,NA,0.0265,-0.272461472950217
"enemy_levyman@3","Levyman","clear","tank","int-melee-tanky_hp-auto-heavy-utility","utility",1,3,"enemy",1854,10200,4795.5,663,273,273,7615.2,0.4701,0.4771,-0.0069,8,0.1472,0.4697,NA,0.0238,-0.329744478044871
"enemy_lord_commander","Lord Commander","clear","tank","str-melee-tanky_arm-auto-steady-utility","utility",7,1,"enemy",2178,12114,5364,870,233,233,7013.3,0.4428,0.4292,0.0136,4,0.107,0.4435,NA,0.0319,0.678211318188915
"enemy_lord_commander@2","Lord Commander","clear","tank","str-melee-tanky_arm-auto-steady-utility","utility",7,2,"enemy",2058,11364,6018,951,282,282,7201.9,0.5296,0.5143,0.0153,8,0.137,0.5333,NA,0.0285,0.723316554818392
"enemy_lord_commander@3","Lord Commander","clear","tank","str-melee-tanky_arm-auto-steady-utility","utility",7,3,"enemy",2340,12954,8562.5,1464,276,276,7551,0.661,0.6267,0.0343,32,0.1179,0.6586,NA,0.0176,1.22743390538313
"enemy_maw_of_the_drowned","Maw of the Drowned","rain","tank","ranged-tanky_arm-ability-heavy","hybrid",9,1,"enemy",2520,13920,5993.5,926,348,348,7230.9,0.4306,0.4293,0.0013,6.3496,0.1381,0.4444,0.4334,0.0345,-0.00650184136856287
"enemy_maw_of_the_drowned@2","Maw of the Drowned","rain","tank","ranged-tanky_arm-ability-heavy","hybrid",9,2,"enemy",2652,14862,7139.5,1120,310,310,7151.4,0.4804,0.52,-0.0396,12.6992,0.1169,0.5002,0.4635,0.0367,-0.916246329701427
"enemy_maw_of_the_drowned@3","Maw of the Drowned","rain","tank","ranged-tanky_arm-ability-heavy","hybrid",9,3,"enemy",1932,11136,7148.5,1182,280,280,7559.5,0.6419,0.7732,-0.1312,50.7968,0.1449,0.667,0.6121,0.055,-2.95371809330266
"enemy_picket","Picket","clear","swashbuckler","str-melee-squishy-auto-brisk-damage","damage",1,1,"enemy",2148,12048,5140,766,191,191,6710.1,0.4266,0.4562,-0.0295,1,0.0889,0.4241,NA,0.0207,-0.827665983867639
"enemy_picket@2","Picket","clear","swashbuckler","str-melee-squishy-auto-brisk-damage","damage",1,2,"enemy",1878,10674,3999.5,636,129,129,6316.2,0.3747,0.3997,-0.025,2,0.0687,0.3789,NA,0.0118,-0.728522321203814
"enemy_picket@3","Picket","clear","swashbuckler","str-melee-squishy-auto-brisk-damage","damage",1,3,"enemy",2604,14472,6837,1150,134,134,6097.1,0.4724,0.4793,-0.0068,8,0.0515,0.472,NA,0.0305,-0.327541285541231
"enemy_pikeman","Pikeman","clear","tank","str-melee-tanky_arm-auto-heavy-utility","utility",2,1,"enemy",2076,11466,4124,649,141,141,6525.6,0.3597,0.3629,-0.0032,1.2599,0.0679,0.3639,NA,0.0165,0.000344831672349977
"enemy_pikeman@2","Pikeman","clear","tank","str-melee-tanky_arm-auto-heavy-utility","utility",2,2,"enemy",2172,12312,4363.5,595,254,254,7094.4,0.3544,0.3811,-0.0267,2.5198,0.1169,0.3582,NA,0.0307,-1.21518681336134
"enemy_pikeman@3","Pikeman","clear","tank","str-melee-tanky_arm-auto-heavy-utility","utility",2,3,"enemy",2406,13038,6874.5,1056,379,379,7809.1,0.5273,0.5269,3e-04,10.0794,0.1575,0.5272,NA,0.0281,0.181381459656092
"enemy_powder_sapper","Powder Sapper","clear","support","str-ranged-squishy-ability-speedy-utility","utility",2,1,"enemy",2310,12924,4611.5,708,194,194,6506.9,0.3568,0.3389,0.0179,1.2599,0.084,0.347,NA,0.0251,1.09173707466005
"enemy_powder_sapper@2","Powder Sapper","clear","support","str-ranged-squishy-ability-speedy-utility","utility",2,2,"enemy",2982,16788,7231.5,1090,223,223,6317.9,0.4308,0.4314,-6e-04,2.5198,0.0748,0.4246,NA,0.0254,0.134829183888844
"enemy_powder_sapper@3","Powder Sapper","clear","support","str-ranged-squishy-ability-speedy-utility","utility",2,3,"enemy",2550,14100,6772.5,1164,201,201,6811,0.4803,0.5264,-0.0461,10.0794,0.0788,0.4877,NA,0.0409,-2.2186469798998
"enemy_quarried_behemoth","Quarried Behemoth","cloudy","bruiser","melee-tanky_hp-leaden-damage","damage",9,1,"enemy",2592,14568,7614.5,1205,304,304,7211.6,0.5227,0.4946,0.028,6.3496,0.1173,0.5255,0.5142,0.0192,0.587390037323062
"enemy_quarried_behemoth@2","Quarried Behemoth","cloudy","bruiser","melee-tanky_hp-leaden-damage","damage",9,2,"enemy",2598,14424,7643.5,1190,401,401,7652.1,0.5299,0.5628,-0.0329,12.6992,0.1543,0.5512,0.5127,0.0385,-0.76721728149042
"enemy_quarried_behemoth@3","Quarried Behemoth","cloudy","bruiser","melee-tanky_hp-leaden-damage","damage",9,3,"enemy",2184,12624,8724,1391,366,366,8073.7,0.6911,0.7657,-0.0746,50.7968,0.1676,0.7125,0.6597,0.0528,-1.69475628304251
"enemy_quarry_crawler","Quarry Crawler","cloudy","support","str-melee-auto-steady-utility","utility",3,1,"enemy",1992,11346,4939,694,251,251,6897.7,0.4353,0.4521,-0.0168,1.5874,0.126,0.4569,0.4313,0.0349,-0.838007394202038
"enemy_quarry_crawler@2","Quarry Crawler","cloudy","support","str-melee-auto-steady-utility","utility",3,2,"enemy",1956,11178,5122.5,764,190,190,6826,0.4583,0.4385,0.0197,3.1748,0.0971,0.4691,0.4691,0.037,0.59897843947998
"enemy_quarry_crawler@3","Quarry Crawler","cloudy","support","str-melee-auto-steady-utility","utility",3,3,"enemy",2412,13740,7196,1201,206,206,6974.1,0.5237,0.4834,0.0403,12.6992,0.0854,0.5559,0.5109,0.045,1.40998962232517
"enemy_reaver_of_the_reach","Reaver of the Reach","cloudy","spellslinger","ranged-brisk-damage","damage",7,1,"enemy",2646,14706,6729,1093,176,176,6473,0.4576,0.4366,0.021,4,0.0665,0.4812,0.458,0.0386,0.874551759987813
"enemy_reaver_of_the_reach@2","Reaver of the Reach","cloudy","spellslinger","ranged-brisk-damage","damage",7,2,"enemy",2304,13080,6381,1004,232,232,6692.8,0.4878,0.4963,-0.0085,8,0.1007,0.5138,0.47,0.0438,0.0918432420057213
"enemy_reaver_of_the_reach@3","Reaver of the Reach","cloudy","spellslinger","ranged-brisk-damage","damage",7,3,"enemy",2490,14238,8884,1563,165,165,6619.8,0.624,0.665,-0.041,32,0.0663,0.6469,0.587,0.0598,-0.770462752381329
"enemy_riflemaster","Riflemaster","clear","marksman","str-ranged-auto-brisk-damage","damage",6,1,"enemy",2334,13392,5499,795,239,239,6802.6,0.4106,0.4185,-0.0078,3.1748,0.1024,0.3972,NA,0.0242,-0.288549888934829
"enemy_riflemaster@2","Riflemaster","clear","marksman","str-ranged-auto-brisk-damage","damage",6,2,"enemy",2196,12444,5912.5,1013,128,128,6291.3,0.4751,0.4523,0.0229,6.3496,0.0583,0.4718,NA,0.0323,0.615376803952849
"enemy_riflemaster@3","Riflemaster","clear","marksman","str-ranged-auto-brisk-damage","damage",6,3,"enemy",2280,12780,8132,1427,195,195,6417.9,0.6363,0.6286,0.0077,25.3984,0.0855,0.6516,NA,0.0291,0.167830037441686
"enemy_riven_frost_wyrm","Riven Frost-Wyrm","snow","spellblade","melee-steady","hybrid",9,1,"enemy",2226,12216,6150,987,249,249,6895.9,0.5034,0.5128,-0.0093,6.3496,0.1119,0.5152,0.4722,0.043,-0.24227914152329
"enemy_riven_frost_wyrm@2","Riven Frost-Wyrm","snow","spellblade","melee-steady","hybrid",9,2,"enemy",2154,12048,5672,947,220,220,6912.3,0.4708,0.4587,0.0121,12.6992,0.1021,0.493,0.4552,0.0378,0.233724087090971
"enemy_riven_frost_wyrm@3","Riven Frost-Wyrm","snow","spellblade","melee-steady","hybrid",9,3,"enemy",2610,14634,11455,2066,123,123,6548.2,0.7828,0.8196,-0.0368,50.7968,0.0471,0.7987,0.7505,0.0482,-0.85396553343414
"enemy_sergeant_at_arms","Sergeant-at-Arms","clear","bruiser","melee-tanky_hp-auto-heavy-damage","damage",3,1,"enemy",2970,16506,5936,885,244,244,6759.5,0.3596,0.3595,1e-04,1.5874,0.0822,0.3559,NA,0.0165,-0.172663268469816
"enemy_sergeant_at_arms@2","Sergeant-at-Arms","clear","bruiser","melee-tanky_hp-auto-heavy-damage","damage",3,2,"enemy",2928,16146,6868.5,1057,316,316,7099.2,0.4254,0.4036,0.0218,3.1748,0.1079,0.4337,NA,0.0307,0.681654336760315
"enemy_sergeant_at_arms@3","Sergeant-at-Arms","clear","bruiser","melee-tanky_hp-auto-heavy-damage","damage",3,3,"enemy",2160,12180,6263,966,235,235,7112.4,0.5142,0.5384,-0.0242,12.6992,0.1088,0.5195,NA,0.0254,-1.12934150842798
"enemy_shaftmaw","Shaftmaw","cloudy","assassin","int-melee-squishy-ability-brisk-damage","damage",5,1,"enemy",2286,13332,5254.5,718,173,173,6465.5,0.3941,0.3686,0.0255,2.5198,0.0757,0.3866,0.3832,0.0335,0.634960322286106
"enemy_shaftmaw@2","Shaftmaw","cloudy","assassin","int-melee-squishy-ability-brisk-damage","damage",5,2,"enemy",2364,12576,5454,940,178,178,6514.9,0.4337,0.427,0.0067,5.0397,0.0753,0.4473,0.4334,0.031,0.114170179482419
"enemy_shaftmaw@3","Shaftmaw","cloudy","assassin","int-melee-squishy-ability-brisk-damage","damage",5,3,"enemy",2628,15006,7868,1365,229,229,6516.4,0.5243,0.5662,-0.0418,20.1587,0.0871,0.5438,0.5028,0.041,-1.22935758253773
"enemy_shroud_killer","Shroud-Killer","mist","swashbuckler","str-melee-squishy-auto-blinding-damage","damage",7,1,"enemy",2262,12024,4879.5,805,209,209,6468.6,0.4058,0.4376,-0.0318,4,0.0924,0.3957,0.4039,0.0274,-0.526363824739456
"enemy_shroud_killer@2","Shroud-Killer","mist","swashbuckler","str-melee-squishy-auto-blinding-damage","damage",7,2,"enemy",2310,12438,6024.5,985,179,179,6473.7,0.4844,0.4993,-0.0149,8,0.0775,0.4981,0.4727,0.0326,-0.0779647076581901
"enemy_shroud_killer@3","Shroud-Killer","mist","swashbuckler","str-melee-squishy-auto-blinding-damage","damage",7,3,"enemy",2028,11394,7248.5,1305,73,73,5493.7,0.6362,0.6772,-0.041,32,0.036,0.6261,0.6027,0.0769,-0.770462752381329
"enemy_signal_drummer","Signal Drummer","clear","support","int-ranged-ability-steady-utility","utility",1,1,"enemy",1416,8118,3201,459,154,154,6885.1,0.3943,0.4154,-0.0211,1,0.1088,0.3991,NA,0.0211,-0.642597813561832
"enemy_signal_drummer@2","Signal Drummer","clear","support","int-ranged-ability-steady-utility","utility",1,2,"enemy",2028,11118,4194,644,261,261,6948.4,0.3772,0.3697,0.0076,2,0.1287,0.3761,NA,0.0151,-0.0102815650169893
"enemy_signal_drummer@3","Signal Drummer","clear","support","int-ranged-ability-steady-utility","utility",1,3,"enemy",2694,15012,6508,1019,230,230,6590.4,0.4335,0.4676,-0.0341,8,0.0854,0.4237,NA,0.0182,-0.929012839035105
"enemy_slag_sentinel","Slag Sentinel","cloudy","tank","str-melee-tanky_arm-leaden-utility","utility",4,1,"enemy",2178,11958,4598,703,193,193,6761.8,0.3845,0.3911,-0.0066,2,0.0886,0.3994,0.3788,0.0268,0.187281071072583
"enemy_slag_sentinel@2","Slag Sentinel","cloudy","tank","str-melee-tanky_arm-leaden-utility","utility",4,2,"enemy",2256,12420,5173.5,809,249,249,7256.7,0.4165,0.4198,-0.0033,4,0.1104,0.4283,0.3874,0.0432,0.285158734913683
"enemy_slag_sentinel@3","Slag Sentinel","cloudy","tank","str-melee-tanky_arm-leaden-utility","utility",4,3,"enemy",2298,12726,7056.5,1108,385,385,7841.3,0.5545,0.5728,-0.0183,16,0.1675,0.5837,0.5446,0.0554,-0.15973973709132
"enemy_spymaster","Spymaster","clear","assassin","int-melee-squishy-ability-blinding-damage","damage",8,1,"enemy",2346,12984,6400.5,1065,142,142,6233.9,0.493,0.4991,-0.0061,5.0397,0.0605,0.4896,NA,0.0199,-0.168329085428337
"enemy_spymaster@2","Spymaster","clear","assassin","int-melee-squishy-ability-blinding-damage","damage",8,2,"enemy",2760,15894,8452,1333,244,244,6200.1,0.5318,0.4847,0.0471,10.0794,0.0884,0.5323,NA,0.0142,1.04607522551723
"enemy_spymaster@3","Spymaster","clear","assassin","int-melee-squishy-ability-blinding-damage","damage",8,3,"enemy",2394,13416,9258.5,1696,121,121,5818.8,0.6901,0.7657,-0.0755,40.3175,0.0505,0.6979,NA,0.0309,-1.75253320534605
"enemy_standard_bearer","Standard Bearer","clear","support","int-ranged-ability-utility","utility",3,1,"enemy",2406,13338,5128.5,709,269,269,6772.6,0.3845,0.3752,0.0093,1.5874,0.1118,0.3761,NA,0.0207,0.189535900567843
