"piece_id","name","affinity","role","tier","level","kind","n_matches","n_pair_games","n_pair_wins","n_team_wins","n_team_draws","n_team_timeouts","mean_duration_ticks","win_rate","expected_wr","wr_delta","expected_power","timeout_rate","own_weather_wr","counter_weather_wr","weather_sensitivity","wd_z"
"enemy_hollowed_wisp@3","Hollowed Wisp","mist","assassin",3,3,"enemy",150,894,386.5,41,51,51,9651.3,0.4323,0.4362,-0.0039,12.6992,0.34,0.3826,0.4094,0.0872,-0.220523307067308
"enemy_inquisitor","Inquisitor","clear","hybrid",6,1,"enemy",90,486,251,41,18,18,9084.1,0.5165,0.4815,0.035,3.1748,0.2,0.5741,0,0.142,0.734604546590653
"enemy_inquisitor@2","Inquisitor","clear","hybrid",6,2,"enemy",156,960,326,51,32,32,8349.8,0.3396,0.3063,0.0333,6.3496,0.2051,0.3312,0,0.0938,0.706494678736419
"enemy_inquisitor@3","Inquisitor","clear","hybrid",6,3,"enemy",300,1752,1136,124,132,132,9837.5,0.6484,0.7911,-0.1427,25.3984,0.44,0.625,0,0.0702,-2.20370340499606
"enemy_iron_collared_hound","Iron-Collared Hound","snow","warrior",3,1,"enemy",156,762,231.5,23,44,44,8833.4,0.3038,0.2047,0.0991,1.5874,0.2821,0.2795,0.3228,0.063,0.941171561872263
"enemy_iron_collared_hound@2","Iron-Collared Hound","snow","warrior",3,2,"enemy",366,1956,686.5,86,72,72,9054.8,0.351,0.4571,-0.1061,3.1748,0.1967,0.3773,0.3236,0.0567,-1.37319530323842
"enemy_iron_collared_hound@3","Iron-Collared Hound","snow","warrior",3,3,"enemy",156,1014,468.5,49,52,52,9809.9,0.462,0.2959,0.1662,12.6992,0.3333,0.4852,0.4172,0.071,1.69796501532707
"enemy_iron_maiden","Iron Maiden","clear","bruiser",7,1,"enemy",222,1242,660,59,120,120,10540.7,0.5314,0.5217,0.0097,4,0.5405,0.5628,0,0.0604,0.00865080618028841
"enemy_iron_maiden@2","Iron Maiden","clear","bruiser",7,2,"enemy",252,1398,814,103,78,78,9585.5,0.5823,0.5579,0.0243,8,0.3095,0.6052,0,0.1223,0.179092641441749
"enemy_iron_maiden@3","Iron Maiden","clear","bruiser",7,3,"enemy",282,1518,949,137,108,108,10124.3,0.6252,0.6047,0.0204,32,0.383,0.6364,0,0.1047,0.133563658049989
"enemy_levyman","Levyman","clear","warrior",1,1,"enemy",486,2694,1299,140,147,147,9110.9,0.4822,0.3942,0.088,1,0.3025,0.48,0,0.0401,0.804325119607333
"enemy_levyman@2","Levyman","clear","warrior",1,2,"enemy",180,918,279.5,36,47,47,9181.9,0.3045,0.3007,0.0038,2,0.2611,0.281,0,0.1176,-0.158411925857014
"enemy_levyman@3","Levyman","clear","warrior",1,3,"enemy",252,1398,644.5,82,63,63,9542.9,0.461,0.3433,0.1177,8,0.25,0.4807,0,0.0708,1.14391288980081
"enemy_lord_commander","Lord Commander","clear","warrior",7,1,"enemy",258,1350,404.5,55,68,68,9008.2,0.2996,0.4578,-0.1581,4,0.2636,0.3156,0,0.0578,-1.95026288949595
"enemy_lord_commander@2","Lord Commander","clear","warrior",7,2,"enemy",132,708,224.5,37,35,35,9069.6,0.3171,0.2034,0.1137,8,0.2652,0.322,0,0.0424,1.22275702996056
"enemy_lord_commander@3","Lord Commander","clear","warrior",7,3,"enemy",240,1362,1104.5,167,53,53,8877,0.8109,0.6784,0.1325,32,0.2208,0.8062,0,0.0925,1.44223007810545
"enemy_maw_of_the_drowned","Maw of the Drowned","rain","hybrid",9,1,"enemy",378,2136,1171,99,174,174,10083.8,0.5482,0.4663,0.0819,6.3496,0.4603,0.5435,0.5772,0.052,0.970730969806114
"enemy_maw_of_the_drowned@2","Maw of the Drowned","rain","hybrid",9,2,"enemy",444,2556,1335.5,158,155,155,9617.4,0.5225,0.6009,-0.0784,12.6992,0.3491,0.5505,0.5106,0.0704,-0.575872869215493
"enemy_maw_of_the_drowned@3","Maw of the Drowned","rain","hybrid",9,3,"enemy",174,984,662.5,121,15,15,8467.1,0.6733,0.8354,-0.1621,50.7968,0.0862,0.7104,0.6128,0.125,-1.38342584068217
"enemy_picket","Picket","clear","marksman",1,1,"enemy",210,1218,533.5,49,48,48,8823.7,0.438,0.4089,0.0291,1,0.2286,0.3867,0,0.1034,0.130866545048544
"enemy_picket@2","Picket","clear","marksman",1,2,"enemy",180,1032,470,48,52,52,8973.5,0.4554,0.4767,-0.0213,2,0.2889,0.468,0,0.0669,-0.445403610431303
"enemy_picket@3","Picket","clear","marksman",1,3,"enemy",264,1488,671,84,61,61,8956.9,0.4509,0.5685,-0.1176,8,0.2311,0.4476,0,0.0685,-1.54649122893744
"enemy_pikeman","Pikeman","clear","warrior",2,1,"enemy",198,1134,381,28,80,80,9402.3,0.336,0.2011,0.1349,1.2599,0.404,0.3175,0,0.0661,1.73015021528253
"enemy_pikeman@2","Pikeman","clear","warrior",2,2,"enemy",246,1278,516.5,52,66,66,9565.3,0.4041,0.385,0.0192,2.5198,0.2683,0.3991,0,0.0962,0.0237936211910196
"enemy_pikeman@3","Pikeman","clear","warrior",2,3,"enemy",156,906,396.5,34,53,53,9501.3,0.4376,0.3113,0.1264,10.0794,0.3397,0.447,0,0.0596,1.60479126066042
"enemy_powder_sapper","Powder Sapper","clear","marksman",2,1,"enemy",180,984,486,67,30,30,7857.5,0.4939,0.3963,0.0976,1.2599,0.1667,0.4848,0,0.0427,1.1800456261761
"enemy_powder_sapper@2","Powder Sapper","clear","marksman",2,2,"enemy",240,1344,467.5,37,76,76,8809.8,0.3478,0.4152,-0.0673,2.5198,0.3167,0.3438,0,0.0402,-1.25191809349278
"enemy_powder_sapper@3","Powder Sapper","clear","marksman",2,3,"enemy",180,1140,408.5,49,33,33,8605.1,0.3583,0.3684,-0.0101,10.0794,0.1833,0.3579,0,0.2105,-0.408326069447539
"enemy_quarried_behemoth","Quarried Behemoth","cloudy","bruiser",9,1,"enemy",306,1698,775.5,112,67,67,9285.2,0.4567,0.4841,-0.0274,6.3496,0.219,0.4859,0.4311,0.0548,-0.0838155030888431
"enemy_quarried_behemoth@2","Quarried Behemoth","cloudy","bruiser",9,2,"enemy",192,942,656,120,29,29,8356.1,0.6964,0.6624,0.034,12.6992,0.151,0.7293,0.6879,0.0796,0.508582972993045
"enemy_quarried_behemoth@3","Quarried Behemoth","cloudy","bruiser",9,3,"enemy",282,1560,1015.5,166,77,77,9958.6,0.651,0.7,-0.049,50.7968,0.273,0.6712,0.6019,0.1365,-0.292216269918953
"enemy_quarry_crawler","Quarry Crawler","cloudy","warrior",3,1,"enemy",198,1110,377,47,61,61,9390.2,0.3396,0.3351,0.0045,1.5874,0.3081,0.4108,0.3595,0.173,-0.12578314299845
"enemy_quarry_crawler@2","Quarry Crawler","cloudy","warrior",3,2,"enemy",198,1164,512.5,56,53,53,9033.2,0.4403,0.5361,-0.0958,3.1748,0.2677,0.4356,0.4459,0.1108,-1.25702581634446
"enemy_quarry_crawler@3","Quarry Crawler","cloudy","warrior",3,3,"enemy",252,1404,806,144,19,19,8275.7,0.5741,0.5812,-0.0071,12.6992,0.0754,0.5534,0.5748,0.047,-0.256614798141159
"enemy_reaver_of_the_reach","Reaver of the Reach","cloudy","hybrid",7,1,"enemy",264,1488,810,122,42,42,8475.1,0.5444,0.625,-0.0806,4,0.1591,0.5605,0.506,0.0786,-1.04552027081354
"enemy_reaver_of_the_reach@2","Reaver of the Reach","cloudy","hybrid",7,2,"enemy",318,1764,853,124,65,65,8423.2,0.4836,0.432,0.0516,8,0.2044,0.534,0.4796,0.0816,0.49779552518407
"enemy_reaver_of_the_reach@3","Reaver of the Reach","cloudy","hybrid",7,3,"enemy",114,672,489,79,16,16,8875.1,0.7277,0.8214,-0.0938,32,0.1404,0.7634,0.7634,0.067,-1.19961836844719
"enemy_riflemaster","Riflemaster","clear","marksman",6,1,"enemy",234,1308,574.5,40,94,94,9865.2,0.4392,0.4541,-0.0149,3.1748,0.4017,0.422,0,0.0413,-0.0905027510130442
"enemy_riflemaster@2","Riflemaster","clear","marksman",6,2,"enemy",270,1596,796,106,76,76,8839.3,0.4987,0.4248,0.0739,6.3496,0.2815,0.5301,0,0.0545,1.37782446396107
"enemy_riflemaster@3","Riflemaster","clear","marksman",6,3,"enemy",336,1764,772.5,144,74,74,8355,0.4379,0.3639,0.074,25.3984,0.2202,0.4405,0,0.0306,1.37947798559955
"enemy_riven_frost_wyrm","Riven Frost-Wyrm","snow","hybrid",9,1,"enemy",216,1206,399.5,59,57,57,9483.5,0.3313,0.5672,-0.2359,6.3496,0.2639,0.3557,0.3682,0.0821,-2.09546179401838
"enemy_riven_frost_wyrm@2","Riven Frost-Wyrm","snow","hybrid",9,2,"enemy",96,570,339,43,35,35,10452,0.5947,0.4632,0.1316,12.6992,0.3646,0.6263,0.5842,0.0526,1.45024569718836
"enemy_riven_frost_wyrm@3","Riven Frost-Wyrm","snow","hybrid",9,3,"enemy",234,1338,796,103,94,94,10049.1,0.5949,0.7668,-0.1719,50.7968,0.4017,0.6525,0.491,0.1794,-1.47797804044768
"enemy_sergeant_at_arms","Sergeant-at-Arms","clear","bruiser",3,1,"enemy",312,1824,764,90,91,91,9301.6,0.4189,0.4704,-0.0515,1.5874,0.2917,0.4227,0,0.0461,-0.757384236790839
"enemy_sergeant_at_arms@2","Sergeant-at-Arms","clear","bruiser",3,2,"enemy",282,1494,706,87,74,74,9208.3,0.4726,0.4257,0.0469,3.1748,0.2624,0.4659,0,0.1145,0.352429113730073
"enemy_sergeant_at_arms@3","Sergeant-at-Arms","clear","bruiser",3,3,"enemy",264,1494,827,73,124,124,10352.5,0.5535,0.4618,0.0917,12.6992,0.4697,0.5743,0,0.0843,0.857709988763984
"enemy_shaftmaw","Shaftmaw","cloudy","assassin",5,1,"enemy",282,1644,541.5,40,83,83,8993.8,0.3294,0.2409,0.0885,2.5198,0.2943,0.3485,0.2445,0.1095,0.783148131679469
"enemy_shaftmaw@2","Shaftmaw","cloudy","assassin",5,2,"enemy",72,336,181,27,4,4,7661.5,0.5387,0.7143,-0.1756,5.0397,0.0556,0.4464,0.5536,0.1696,-1.95666001384977
"enemy_shaftmaw@3","Shaftmaw","cloudy","assassin",5,3,"enemy",222,1398,706.5,76,104,104,9753,0.5054,0.4549,0.0504,20.1587,0.4685,0.5386,0.485,0.0536,0.387893719166542
"enemy_shroud_killer","Shroud-Killer","mist","warrior",7,1,"enemy",120,558,219,24,53,53,9720.1,0.3925,0.2473,0.1452,4,0.4417,0.3011,0.4409,0.1398,1.59049112658631
"enemy_shroud_killer@2","Shroud-Killer","mist","warrior",7,2,"enemy",234,1296,721.5,86,63,63,8853.3,0.5567,0.5694,-0.0127,8,0.2692,0.5463,0.5556,0.0787,-0.252848995864692
"enemy_shroud_killer@3","Shroud-Killer","mist","warrior",7,3,"enemy",294,1632,960,150,52,52,8289.7,0.5882,0.6507,-0.0625,32,0.1769,0.5717,0.5386,0.1268,-0.834219091482552
"enemy_signal_drummer","Signal Drummer","clear","mage",1,1,"enemy",198,1020,436,33,100,100,9760.8,0.4275,0.5176,-0.0902,1,0.5051,0.4353,0,0.0676,-1.23320150155355
"enemy_signal_drummer@2","Signal Drummer","clear","mage",1,2,"enemy",210,1188,452,76,32,32,8979.4,0.3805,0.3384,0.0421,2,0.1524,0.404,0,0.0833,0.279507656581044
"enemy_signal_drummer@3","Signal Drummer","clear","mage",1,3,"enemy",246,1440,812.5,91,75,75,9340.2,0.5642,0.5708,-0.0066,8,0.3049,0.5771,0,0.0833,-0.277324815083014
"enemy_slag_sentinel","Slag Sentinel","cloudy","warrior",4,1,"enemy",288,1500,574,55,92,92,9048.8,0.3827,0.384,-0.0013,2,0.3194,0.404,0.338,0.104,0.309331027777467
"enemy_slag_sentinel@2","Slag Sentinel","cloudy","warrior",4,2,"enemy",138,762,315,20,65,65,10190.6,0.4134,0.3071,0.1063,4,0.471,0.4488,0.4567,0.063,1.4561142769423
"enemy_slag_sentinel@3","Slag Sentinel","cloudy","warrior",4,3,"enemy",228,1218,767,103,100,100,9822.2,0.6297,0.67,-0.0402,16,0.4386,0.6232,0.5419,0.1429,-0.105258827171528
"enemy_spymaster","Spymaster","clear","assassin",8,1,"enemy",282,1530,671,101,52,52,8749.6,0.4386,0.4627,-0.0242,5.0397,0.1844,0.4196,0,0.0333,-0.373964317427613
"enemy_spymaster@2","Spymaster","clear","assassin",8,2,"enemy",330,1812,928,129,78,78,8297.6,0.5121,0.5033,0.0088,10.0794,0.2364,0.5066,0,0.0215,-0.0438977430561388
"enemy_spymaster@3","Spymaster","clear","assassin",8,3,"enemy",204,960,605,119,49,49,8500.8,0.6302,0.8125,-0.1823,40.3175,0.2402,0.5938,0,0.1094,-1.95528326918913
"enemy_standard_bearer","Standard Bearer","clear","mage",3,1,"enemy",300,1656,555.5,47,76,76,8786.2,0.3354,0.2101,0.1253,1.5874,0.2533,0.3333,0,0.0562,1.23667064503942
"enemy_standard_bearer@2","Standard Bearer","clear","mage",3,2,"enemy",156,912,389,38,57,57,9375,0.4265,0.6053,-0.1787,3.1748,0.3654,0.4441,0,0.0658,-2.19202100697641
"enemy_standard_bearer@3","Standard Bearer","clear","mage",3,3,"enemy",312,1812,507,21,124,124,10107.6,0.2798,0.2483,0.0315,12.6992,0.3974,0.3046,0,0.0563,0.178738812937166
"enemy_steam_engineer","Steam Engineer","clear","mage",4,1,"enemy",324,1626,719.5,85,90,90,8853.3,0.4425,0.4133,0.0292,2,0.2778,0.441,0,0.0609,0.63439505286601
"enemy_steam_engineer@2","Steam Engineer","clear","mage",4,2,"enemy",342,2046,855.5,78,88,88,8732.2,0.4181,0.4399,-0.0217,4,0.2573,0.4443,0,0.0543,0.0919111552592276
"enemy_steam_engineer@3","Steam Engineer","clear","mage",4,3,"enemy",264,1506,766.5,108,62,62,8627.8,0.509,0.5896,-0.0807,16,0.2348,0.5259,0,0.0797,-0.536901221141562
"enemy_steam_knight","Steam Knight","clear","warrior",6,1,"enemy",240,1272,619,67,75,75,9480.6,0.4866,0.5849,-0.0983,3.1748,0.3125,0.4953,0,0.0778,-1.469539797509
"enemy_steam_knight@2","Steam Knight","clear","warrior",6,2,"enemy",90,516,262,26,21,21,8435.6,0.5078,0.4884,0.0194,6.3496,0.2333,0.4942,0,0.1221,0.476655170987093
"enemy_steam_knight@3","Steam Knight","clear","warrior",6,3,"enemy",384,2166,1422.5,213,68,68,8589.4,0.6567,0.5928,0.0639,25.3984,0.1771,0.6801,0,0.0457,1.21247230011263
"enemy_stone_warden","Stone Warden","cloudy","bruiser",10,1,"enemy",240,1182,430.5,61,71,71,9652.1,0.3642,0.2944,0.0698,8,0.2958,0.434,0.3553,0.1193,0.823336049971541
"enemy_stone_warden@2","Stone Warden","cloudy","bruiser",10,2,"enemy",264,1506,926.5,112,119,119,10127.4,0.6152,0.5458,0.0694,16,0.4508,0.6693,0.5896,0.0976,0.819483559599619
"enemy_stone_warden@3","Stone Warden","cloudy","bruiser",10,3,"enemy",372,2034,1516,200,172,172,10045.2,0.7453,0.8761,-0.1308,64,0.4624,0.7006,0.767,0.0693,-1.10868787154738
"enemy_storm_tyrant","Storm Tyrant","thunder","hybrid",10,1,"enemy",336,1812,952.5,138,62,62,8696.1,0.5257,0.4934,0.0323,8,0.1845,0.5679,0.5397,0.0679,0.462165077603846
"enemy_storm_tyrant@2","Storm Tyrant","thunder","hybrid",10,2,"enemy",150,756,448,64,51,51,9581.3,0.5926,0.4127,0.1799,16,0.34,0.6468,0.5873,0.1032,1.88373402484309
"enemy_storm_tyrant@3","Storm Tyrant","thunder","hybrid",10,3,"enemy",228,1212,936.5,165,45,45,8804.1,0.7727,0.8614,-0.0887,64,0.1974,0.8267,0.755,0.0965,-0.703213259902582
"enemy_stormhawk","Stormhawk","thunder","mage",4,1,"enemy",300,1602,700.5,85,99,99,9209.8,0.4373,0.5431,-0.1058,2,0.33,0.3933,0.4382,0.0899,-0.804412927034101
"enemy_stormhawk@2","Stormhawk","thunder","mage",4,2,"enemy",438,2448,794,100,102,102,8580.9,0.3243,0.4485,-0.1242,4,0.2329,0.3689,0.3407,0.0699,-1.00051712577604
"enemy_stormhawk@3","Stormhawk","thunder","mage",4,3,"enemy",186,1092,687,96,45,45,8986.3,0.6291,0.6813,-0.0522,16,0.2419,0.6429,0.5797,0.0714,-0.233152869829316
"enemy_stretcher_hand","Stretcher-Hand","clear","mage",1,1,"enemy",222,1158,395,38,59,59,8303.4,0.3411,0.3212,0.0199,1,0.2658,0.3368,0,0.101,0.0256743738101591
"enemy_stretcher_hand@2","Stretcher-Hand","clear","mage",1,2,"enemy",228,1344,439.5,49,47,47,8929.7,0.327,0.3259,0.0011,2,0.2061,0.3281,0,0.0603,-0.189283541329149
"enemy_stretcher_hand@3","Stretcher-Hand","clear","mage",1,3,"enemy",354,1896,906.5,104,110,110,9206.8,0.4781,0.3956,0.0825,8,0.3107,0.4937,0,0.0396,0.741438495497429
"enemy_sundered_lord","Sundered Lord","mist","hybrid",9,1,"enemy",204,1338,560.5,52,63,63,9917.3,0.4189,0.2466,0.1723,6.3496,0.3088,0.3857,0.4641,0.1323,1.84292677172472
"enemy_sundered_lord@2","Sundered Lord","mist","hybrid",9,2,"enemy",186,1092,545,64,51,51,9052.5,0.4991,0.5165,-0.0174,12.6992,0.2742,0.489,0.5247,0.0824,0.0126663334065784
"enemy_sundered_lord@3","Sundered Lord","mist","hybrid",9,3,"enemy",258,1518,921.5,101,125,125,10231.1,0.607,0.747,-0.14,50.7968,0.4845,0.6087,0.5652,0.0929,-1.17020098202729
"enemy_thunder_bull","Thunder Bull","thunder","warrior",7,1,"enemy",342,1914,949,129,70,70,8780.4,0.4958,0.442,0.0538,4,0.2047,0.4671,0.5266,0.0596,0.523478541456345
"enemy_thunder_bull@2","Thunder Bull","thunder","warrior",7,2,"enemy",216,1368,749.5,88,69,69,9182.8,0.5479,0.3509,0.197,8,0.3194,0.5504,0.5658,0.0351,2.19520941881533
"enemy_thunder_bull@3","Thunder Bull","thunder","warrior",7,3,"enemy",360,2004,1478.5,230,72,72,8172.7,0.7378,0.6647,0.0731,32,0.2,0.774,0.6961,0.0778,0.748788638754029
"enemy_veil_lord","Veil Lord","mist","hybrid",10,1,"enemy",222,1428,639,75,49,49,9012.5,0.4475,0.3824,0.0651,8,0.2207,0.4286,0.3845,0.1176,0.778069288101457
"enemy_veil_lord@2","Veil Lord","mist","hybrid",10,2,"enemy",174,996,527.5,78,38,38,9392,0.5296,0.5964,-0.0668,16,0.2184,0.5181,0.503,0.0392,-0.492289412039848
"enemy_veil_lord@3","Veil Lord","mist","hybrid",10,3,"enemy",384,2172,1462,209,109,109,9436,0.6731,0.768,-0.0948,64,0.2839,0.7003,0.6381,0.0856,-0.761963738074393
"enemy_voltaic_diviner","Voltaic Diviner","thunder","mage",5,1,"enemy",192,990,458.5,52,65,65,9438.3,0.4631,0.5455,-0.0823,2.5198,0.3385,0.5606,0.4636,0.1515,-0.98875353911339
"enemy_voltaic_diviner@2","Voltaic Diviner","thunder","mage",5,2,"enemy",180,948,592.5,92,31,31,7837.1,0.625,0.4557,0.1693,5.0397,0.1722,0.6424,0.6203,0.0348,1.62137796189061
"enemy_voltaic_diviner@3","Voltaic Diviner","thunder","mage",5,3,"enemy",306,1554,846.5,138,76,76,8489.5,0.5447,0.6795,-0.1348,20.1587,0.2484,0.5695,0.5405,0.0985,-1.53339544611939
