team_a,team_b,weather,outcome,duration_ticks,hp_remaining_a,hp_remaining_b,timed_out
champ_frostplate_tortoise|enemy_crossbow_levy@2,champ_glacierback_mammoth|champ_sparkfly@2,cloudy,loss,10068,0,376,0
champ_mirage_caracal|enemy_slag_sentinel,enemy_field_medic|enemy_gunslinger,cloudy,win,7200,1003,0,0
champ_hollow_elk@3|champ_veilfang_wolf@3,champ_voltmane_jackal|enemy_slag_sentinel,cloudy,win,7078,7644,0,0
champ_coppercrest_stork@2|enemy_drowned_siren,champ_umbra@3|enemy_field_chaplain@3,cloudy,loss,4766,0,6088,0
champ_ember_salamander@3|enemy_steam_knight@3,champ_iceclaw_lynx|enemy_riven_frost_wyrm@3,cloudy,win,9236,925,0,0
champ_frostplate_tortoise@2|enemy_steam_engineer,enemy_riflemaster@2|enemy_shaftmaw@3,cloudy,loss,6000,0,2585,0
champ_dusk_bat@2|enemy_arcanist,champ_ember_salamander@2|enemy_hexblade_officer@2,cloudy,win,7078,884,0,0
champ_dusk_bat@3|enemy_avalanche_engine@3,champ_fogveil_moth|champ_thunderclap_gorilla@3,cloudy,loss,6656,0,2943,0
champ_hoarfrost_owl@3|champ_springfrog@3,champ_marshghast_boar@2|champ_nerei@3,cloudy,draw,12089,0,2260,1
champ_sunspear_falcon@3|enemy_reaver_of_the_reach@3,champ_torrent_heron@3|enemy_slag_sentinel@3,cloudy,win,7200,3499,0,0
enemy_brineblight_berserker@2|enemy_hexblade_officer@2,enemy_field_chaplain@3|enemy_quarry_crawler,cloudy,win,9600,2040,0,0
enemy_pikeman@2|enemy_standard_bearer@3,enemy_signal_drummer@2|enemy_spymaster@2,cloudy,loss,10848,0,1105,0
champ_geode_beetle@2|champ_snowpelt_cub,champ_hollow_elk|enemy_steam_engineer,cloudy,draw,12054,323,0,1
champ_mournhollow|enemy_steam_knight,champ_veldt_pronghorn@3|enemy_sergeant_at_arms,cloudy,loss,8174,0,1174,0
champ_lostlight_wisp|enemy_shaftmaw,enemy_avalanche_engine|enemy_battlemage@2,cloudy,loss,4357,0,997,0
champ_eclipse_jaguar|champ_voltscale_mamba,champ_will_o_fawn|enemy_steam_engineer@2,cloudy,win,4414,1311,0,0
enemy_dredge_hulk@2|enemy_sundered_lord,enemy_pikeman|enemy_quarried_behemoth@3,cloudy,loss,11727,0,6638,0
champ_frostquill_porcupine|enemy_picket,enemy_brineblight_berserker@3|enemy_stretcher_hand@3,cloudy,loss,6307,0,2605,0
champ_hoarfrost_owl|enemy_storm_tyrant,champ_umbra@3|champ_wraithorn_stag@3,cloudy,loss,4414,0,6907,0
champ_coral_colossus|enemy_maw_of_the_drowned@2,enemy_dredge_hulk@3|enemy_powder_sapper@2,cloudy,draw,12085,0,1943,1
champ_coppercrest_stork@3|champ_marshghast_boar@2,enemy_hexblade_officer|enemy_steam_engineer,cloudy,win,10000,3780,0,0
champ_duskstep_marten@2|champ_hollow_elk@3,enemy_frost_sovereign|enemy_heavy_knight@2,cloudy,draw,12058,1734,0,1
champ_frostplate_tortoise@3|enemy_inquisitor@3,enemy_steam_engineer|enemy_stormhawk@2,cloudy,win,4000,4824,0,0
champ_thunderclap_gorilla|enemy_caged_banshee,champ_will_o_fawn@3|enemy_capture_rig_wolf@3,cloudy,loss,8154,0,1289,0
champ_frostfang_wolverine@2|champ_umbra@3,champ_granite_gorilla|enemy_riflemaster@2,cloudy,win,5579,4304,0,0
enemy_caged_banshee@3|enemy_storm_tyrant,enemy_steam_knight@3|enemy_voltaic_diviner,cloudy,loss,8394,0,1617,0
champ_dawnwisp@3|enemy_slag_sentinel@3,enemy_riven_frost_wyrm|enemy_stretcher_hand@3,cloudy,draw,12040,1717,0,1
champ_springfrog|champ_thunderclap_gorilla@2,enemy_riven_frost_wyrm@3|enemy_stone_warden,cloudy,loss,8654,0,5798,0
champ_mirage_caracal@3|champ_permafrost_walrus@2,champ_umbra@3|enemy_archmagus_imperator@3,cloudy,loss,4997,0,6190,0
champ_fogveil_moth@3|enemy_quarry_crawler@2,champ_hollow_elk@2|champ_voltscale_mamba@3,cloudy,win,10857,2117,0,0
champ_frostfang_wolverine@2|champ_wintermoth@2,champ_geode_beetle@2|enemy_dredge_hulk@3,cloudy,draw,12036,0,2271,1
champ_coppercrest_stork@2|enemy_stone_warden@3,champ_will_o_fawn@2|enemy_shroud_killer@2,cloudy,win,4777,9591,0,0
champ_granite_gorilla@2|enemy_riflemaster@3,champ_iceclaw_lynx|enemy_blight_lurker,cloudy,win,5377,4690,0,0
champ_geode_beetle|enemy_hexblade_officer@2,enemy_inquisitor@3|enemy_levyman,cloudy,loss,7333,0,2664,0
champ_goldhide_rhino@3|enemy_stormhawk@2,enemy_sundered_lord@3|enemy_voltaic_diviner@3,cloudy,draw,12112,0,0,1
champ_nerei|enemy_avalanche_engine@3,enemy_powder_sapper@2|enemy_stretcher_hand@3,cloudy,win,3691,2450,0,0
champ_lostlight_wisp@3|champ_mirage_caracal@3,enemy_signal_drummer@2|enemy_veil_lord,cloudy,win,4800,3275,0,0
champ_snowpelt_cub@2|enemy_drained_stalker@3,enemy_avalanche_engine|enemy_stretcher_hand@2,cloudy,win,4800,3604,0,0
champ_riptide_caiman@3|enemy_dredge_hulk@2,champ_thunderclap_gorilla@2|enemy_shaftmaw,cloudy,win,4296,5267,0,0
champ_voltscale_mamba|enemy_standard_bearer@3,enemy_blight_lurker|enemy_picket@2,cloudy,loss,11666,0,1005,0
champ_fogveil_moth|champ_thunderhoof_colt@2,champ_grovekeeper_tapir@2|champ_iceclaw_lynx@2,cloudy,loss,7200,0,2634,0
champ_borealis|enemy_archmagus_imperator@3,enemy_company_guard|enemy_hexblade_officer@3,cloudy,win,9931,3754,0,0
champ_grovekeeper_tapir@2|champ_spectral_heron@3,champ_nightglass_mantis|enemy_sergeant_at_arms,cloudy,win,4800,5359,0,0
champ_mournhollow@3|champ_reedbank_otter@2,champ_wintermoth|enemy_glacier_goliath@3,cloudy,draw,12085,1237,0,1
champ_frostquill_porcupine@3|champ_veldt_pronghorn@2,champ_will_o_fawn|enemy_steam_engineer@3,cloudy,win,4142,4443,0,0
champ_snowpelt_cub@3|enemy_iron_maiden,champ_umbra@3|enemy_flood_tyrant,cloudy,loss,8734,0,4271,0
champ_boulderhide_skink@2|enemy_cold_iron_yeti@3,champ_dusk_bat|enemy_caged_storm_drake@2,cloudy,win,7200,3827,0,0
champ_hollow_elk|enemy_crossbow_levy@2,enemy_dredge_hulk@3|enemy_hierarch@2,cloudy,loss,7334,0,6482,0
champ_frostfang_wolverine|champ_thunderclap_gorilla@2,champ_lostlight_wisp@2|champ_sunspear_falcon@2,cloudy,win,6366,1008,0,0
champ_thunderclap_gorilla|enemy_brineblight_berserker,enemy_drained_stalker|enemy_field_chaplain@3,cloudy,win,8132,1227,0,0
champ_boulderhide_skink@3|champ_reedbank_otter,champ_fogveil_moth@3|enemy_battlemage@3,cloudy,win,8499,0,0,0
champ_lostlight_wisp@2|enemy_company_captain@2,enemy_heavy_knight@3|enemy_iron_collared_hound,cloudy,loss,8363,0,4491,0
champ_coral_colossus@2|enemy_cold_iron_yeti,champ_marsh_thrush|enemy_crossbow_levy@3,cloudy,draw,12049,0,0,1
champ_geode_beetle@2|enemy_maw_of_the_drowned@2,champ_goldhide_rhino|enemy_hollowed_wisp,cloudy,win,11796,1969,0,0
champ_frostplate_tortoise@2|champ_phantom_lynx@3,champ_wraithorn_stag@2|enemy_dredge_hulk@3,cloudy,loss,8462,0,5434,0
champ_snowpelt_cub|enemy_brineblight_berserker@3,enemy_battlemage@3|enemy_heavy_knight@3,cloudy,loss,9600,0,1608,0
champ_coppercrest_stork@2|champ_thunderclap_gorilla@3,champ_grovekeeper_tapir@2|champ_hoarfrost_owl@3,cloudy,win,7487,4488,0,0
champ_duskstep_marten@3|enemy_field_chaplain,enemy_signal_drummer|enemy_standard_bearer,cloudy,win,4800,3326,0,0
champ_dawnwisp@3|enemy_standard_bearer@2,enemy_battlemage@2|enemy_glacier_goliath,cloudy,draw,12056,0,0,1
enemy_company_guard|enemy_iron_collared_hound,enemy_lord_commander@2|enemy_sergeant_at_arms@3,cloudy,loss,6000,0,5190,0
champ_glacierback_mammoth@3|champ_thunderhide_bison,champ_snowpelt_cub@2|champ_torrent_heron@2,cloudy,win,7200,5795,0,0
champ_aegis_tortoise|enemy_shaftmaw@3,champ_sparkfly|enemy_arcanist,cloudy,win,4800,1545,0,0
champ_aurion@3|enemy_arcanist@3,champ_springfrog|enemy_battlemage@3,cloudy,win,2400,6738,0,0
champ_mirewarden_toad@3|enemy_storm_tyrant@2,enemy_company_captain|enemy_powder_sapper@2,cloudy,win,4196,7684,0,0
champ_frostfang_wolverine@2|enemy_stormhawk,enemy_archmagus_imperator@2|enemy_inquisitor@2,cloudy,loss,6000,0,2005,0
champ_hoarfrost_owl@2|champ_sparkfly,champ_thunderhide_bison@3|enemy_conscript,cloudy,loss,6093,0,2622,0
champ_aegis_tortoise@3|champ_fogveil_moth@2,enemy_dredge_hulk@2|enemy_shroud_killer,cloudy,draw,12069,865,0,1
champ_borealis|champ_springfrog@3,champ_hollow_elk@2|champ_permafrost_walrus@3,cloudy,draw,12041,181,0,1
champ_dawnwisp|champ_goldcrest_lark@3,champ_snowpelt_cub@3|enemy_company_captain@2,cloudy,draw,12043,0,2570,1
champ_borealis@2|enemy_caged_banshee@2,enemy_hexblade_officer@2|enemy_maw_of_the_drowned@2,cloudy,win,10800,765,0,0
champ_coppercrest_stork|champ_thunderhoof_colt,champ_coral_colossus@2|champ_nightglass_mantis@2,cloudy,loss,4800,0,3603,0
champ_coral_colossus@2|enemy_flood_tyrant,enemy_caged_banshee|enemy_spymaster@2,cloudy,win,7097,1960,0,0
champ_eclipse_jaguar@2|enemy_inquisitor@3,enemy_hexblade_officer@2|enemy_levyman@3,cloudy,win,9333,2391,0,0
champ_coral_colossus|champ_nightglass_mantis,champ_umbra@3|champ_veilfang_wolf@3,cloudy,loss,4997,0,7668,0
champ_marshghast_boar@3|enemy_sundered_lord@3,champ_will_o_fawn@3|enemy_standard_bearer@3,cloudy,win,6055,9541,0,0
champ_glacierback_mammoth@3|enemy_heavy_knight,enemy_iron_maiden@2|enemy_riflemaster@3,cloudy,draw,12093,0,0,1
champ_coral_colossus@2|champ_granite_gorilla@3,enemy_arcanist|enemy_lord_commander,cloudy,win,8346,3904,0,0
champ_dawnwisp|enemy_steam_knight@3,champ_thunderclap_gorilla@3|enemy_arcanist@3,cloudy,loss,4800,0,5046,0
champ_geode_beetle@3|enemy_slag_sentinel,champ_voltscale_mamba@3|enemy_quarry_crawler,cloudy,loss,9221,0,1389,0
champ_goldhide_rhino|enemy_avalanche_engine@3,champ_sunspear_falcon@2|champ_voltscale_mamba@2,cloudy,win,5380,2160,0,0
champ_aurion@3|enemy_slag_sentinel@3,enemy_hierarch@3|enemy_quarried_behemoth,cloudy,draw,12032,5023,0,1
champ_sunmane_lion@2|enemy_hollowed_wisp@2,enemy_avalanche_engine@3|enemy_gunslinger@3,cloudy,loss,3692,0,3718,0
enemy_brineblight_berserker@3|enemy_drained_stalker,enemy_cannoneer|enemy_crossbow_levy@2,cloudy,win,6000,2241,0,0
champ_mirage_caracal@3|enemy_riven_frost_wyrm@3,champ_thunderhoof_colt|enemy_lord_commander,cloudy,win,3600,6242,0,0
champ_coppercrest_stork|champ_springfrog,champ_mournhollow@2|enemy_steam_engineer@2,cloudy,loss,8342,0,2521,0
champ_eclipse_jaguar@2|champ_wintermoth@3,champ_sparkfly|enemy_stone_warden,cloudy,draw,12077,0,0,1
enemy_field_medic|enemy_veil_lord@3,enemy_frost_sovereign@3|enemy_slag_sentinel@3,cloudy,loss,10800,0,4696,0
champ_fogveil_moth@2|enemy_conscript@2,champ_frostfang_wolverine|enemy_company_guard@2,cloudy,loss,6274,0,2072,0
enemy_caged_storm_drake@3|enemy_hierarch@3,enemy_flood_tyrant@3|enemy_levyman@3,cloudy,draw,12120,0,0,1
champ_sunspear_falcon@3|enemy_crossbow_levy,enemy_arcanist|enemy_shaftmaw@3,cloudy,win,6000,1793,0,0
champ_duskstep_marten@3|enemy_field_chaplain,champ_grovekeeper_tapir|champ_mirewarden_toad,cloudy,draw,12083,234,0,1
enemy_avalanche_engine|enemy_hierarch@2,enemy_capture_rig_wolf|enemy_spymaster@3,cloudy,loss,4800,0,2824,0
champ_eclipse_jaguar@2|champ_goldhide_rhino@2,champ_snowpelt_cub|enemy_steam_engineer,cloudy,win,6744,4273,0,0
champ_cliffeyrie_eagle|champ_hoarfrost_owl@2,champ_lostlight_wisp|enemy_stretcher_hand@3,cloudy,win,7111,2065,0,0
champ_cliffeyrie_eagle@3|enemy_crossbow_levy@3,enemy_sergeant_at_arms@3|enemy_stretcher_hand@3,cloudy,win,6000,5121,0,0
champ_fogveil_moth@2|champ_voltmane_jackal@3,champ_geode_beetle@2|champ_veldt_pronghorn@3,cloudy,win,9317,2718,0,0
enemy_archmagus_imperator@3|enemy_avalanche_engine@2,enemy_brineblight_berserker@2|enemy_pikeman@3,cloudy,win,8666,2543,0,0
champ_dusk_bat@3|enemy_standard_bearer,champ_ember_salamander@3|enemy_stormhawk@2,cloudy,loss,8843,0,1573,0
champ_cliffeyrie_eagle@2|enemy_sergeant_at_arms,champ_iceclaw_lynx|enemy_stretcher_hand@3,cloudy,win,7111,1951,0,0
champ_coral_colossus|enemy_dredge_hulk,champ_wraithorn_stag@3|enemy_drained_stalker@3,cloudy,loss,9499,0,4256,0
champ_boulderhide_skink@2|champ_glade_heron@2,champ_spectral_heron@2|champ_tempest_eel@2,cloudy,win,6673,612,0,0
champ_thunderhoof_colt@2|enemy_stone_warden@3,champ_umbra|enemy_dredge_hulk,cloudy,win,10800,8618,0,0
champ_veilfang_wolf@2|enemy_steam_engineer@3,enemy_avalanche_engine@2|enemy_caged_storm_drake@3,cloudy,loss,7200,0,3399,0
champ_marsh_thrush@2|enemy_thunder_bull@3,enemy_company_guard@3|enemy_riven_frost_wyrm@3,cloudy,draw,12079,0,848,1
champ_permafrost_walrus@2|enemy_dredge_hulk,champ_thunderclap_gorilla@3|enemy_shaftmaw@2,cloudy,loss,6000,0,3584,0
champ_mirewarden_toad@3|champ_will_o_fawn@3,enemy_gunslinger@3|enemy_veil_lord,cloudy,draw,12076,93,0,1
champ_fogveil_moth|enemy_powder_sapper@3,champ_grovekeeper_tapir@2|enemy_iron_collared_hound@2,cloudy,win,9941,905,0,0
champ_frostfang_wolverine@3|enemy_drained_stalker@3,champ_veldt_pronghorn@2|enemy_sundered_lord@2,cloudy,win,5214,3811,0,0
champ_mirewarden_toad@3|enemy_heavy_knight,enemy_caged_banshee|enemy_hollowed_wisp@2,cloudy,win,6260,6446,0,0
champ_goldcrest_lark@3|champ_nightglass_mantis,enemy_grand_marshal@3|enemy_veil_lord@2,cloudy,loss,5431,0,6138,0
champ_marshghast_boar@3|enemy_archmagus_imperator@3,enemy_spymaster@3|enemy_voltaic_diviner@2,cloudy,win,6667,7290,0,0
champ_goldcrest_lark@3|champ_nightglass_mantis,champ_reedbank_otter|enemy_hexblade_officer@3,cloudy,loss,7614,0,2931,0
champ_iceclaw_lynx@3|champ_torrent_heron,champ_thunderhide_bison@2|enemy_levyman@2,cloudy,win,7709,2753,0,0
champ_ember_salamander@2|champ_grovekeeper_tapir,champ_marshghast_boar@2|enemy_drowned_siren,cloudy,draw,12054,0,0,1
champ_eclipse_jaguar|enemy_lord_commander@3,champ_wraithorn_stag|enemy_storm_tyrant@3,cloudy,win,10047,464,0,0
