team_a,team_b,weather,outcome,duration_ticks,hp_remaining_a,hp_remaining_b,timed_out
enemy_pikeman@2|enemy_standard_bearer@3,enemy_signal_drummer@2|enemy_spymaster@2,clear,loss,10848,0,1105,0
enemy_brineblight_berserker@2|enemy_hexblade_officer@2,enemy_field_chaplain@3|enemy_quarry_crawler,clear,win,9600,2280,0,0
enemy_dredge_hulk@2|enemy_sundered_lord,enemy_pikeman|enemy_quarried_behemoth@3,clear,draw,12073,0,4814,1
champ_mournhollow|enemy_steam_knight,champ_veldt_pronghorn@3|enemy_sergeant_at_arms,clear,loss,8174,0,1011,0
champ_eclipse_jaguar|champ_voltscale_mamba,champ_will_o_fawn|enemy_steam_engineer@2,clear,win,4536,1272,0,0
champ_coppercrest_stork@3|champ_marshghast_boar@2,enemy_hexblade_officer|enemy_steam_engineer,clear,win,8843,4088,0,0
champ_frostquill_porcupine|enemy_picket,enemy_brineblight_berserker@3|enemy_stretcher_hand@3,clear,loss,6097,0,2642,0
champ_hoarfrost_owl|enemy_storm_tyrant,champ_umbra@3|champ_wraithorn_stag@3,clear,loss,4592,0,6820,0
champ_thunderclap_gorilla|enemy_caged_banshee,champ_will_o_fawn@3|enemy_capture_rig_wolf@3,clear,loss,7016,0,1409,0
champ_frostplate_tortoise@3|enemy_inquisitor@3,enemy_steam_engineer|enemy_stormhawk@2,clear,win,4000,4820,0,0
champ_coral_colossus|enemy_maw_of_the_drowned@2,enemy_dredge_hulk@3|enemy_powder_sapper@2,clear,draw,12073,0,2491,1
champ_frostfang_wolverine@2|champ_umbra@3,champ_granite_gorilla|enemy_riflemaster@2,clear,win,6666,4173,0,0
enemy_caged_banshee@3|enemy_storm_tyrant,enemy_steam_knight@3|enemy_voltaic_diviner,clear,loss,8394,0,1452,0
champ_springfrog|champ_thunderclap_gorilla@2,enemy_riven_frost_wyrm@3|enemy_stone_warden,clear,loss,8666,0,5727,0
champ_fogveil_moth@3|enemy_quarry_crawler@2,champ_hollow_elk@2|champ_voltscale_mamba@3,clear,draw,12041,1300,0,1
champ_frostfang_wolverine@2|champ_wintermoth@2,champ_geode_beetle@2|enemy_dredge_hulk@3,clear,draw,12044,0,1774,1
champ_mirage_caracal@3|champ_permafrost_walrus@2,champ_umbra@3|enemy_archmagus_imperator@3,clear,loss,5333,0,6190,0
champ_duskstep_marten@2|champ_hollow_elk@3,enemy_frost_sovereign|enemy_heavy_knight@2,clear,draw,12040,1096,0,1
champ_dawnwisp@3|enemy_slag_sentinel@3,enemy_riven_frost_wyrm|enemy_stretcher_hand@3,clear,draw,12064,470,0,1
champ_goldhide_rhino@3|enemy_stormhawk@2,enemy_sundered_lord@3|enemy_voltaic_diviner@3,clear,draw,12112,0,0,1
champ_geode_beetle|enemy_hexblade_officer@2,enemy_inquisitor@3|enemy_levyman,clear,loss,7200,0,2683,0
champ_coppercrest_stork@2|enemy_stone_warden@3,champ_will_o_fawn@2|enemy_shroud_killer@2,clear,win,4969,9527,0,0
champ_lostlight_wisp@3|champ_mirage_caracal@3,enemy_signal_drummer@2|enemy_veil_lord,clear,win,4800,3275,0,0
champ_fogveil_moth|champ_thunderhoof_colt@2,champ_grovekeeper_tapir@2|champ_iceclaw_lynx@2,clear,loss,7200,0,2498,0
champ_granite_gorilla@2|enemy_riflemaster@3,champ_iceclaw_lynx|enemy_blight_lurker,clear,win,4800,4961,0,0
champ_voltscale_mamba|enemy_standard_bearer@3,enemy_blight_lurker|enemy_picket@2,clear,draw,12000,0,1003,1
champ_nerei|enemy_avalanche_engine@3,enemy_powder_sapper@2|enemy_stretcher_hand@3,clear,win,3765,2450,0,0
champ_borealis|enemy_archmagus_imperator@3,enemy_company_guard|enemy_hexblade_officer@3,clear,win,9931,3631,0,0
champ_riptide_caiman@3|enemy_dredge_hulk@2,champ_thunderclap_gorilla@2|enemy_shaftmaw,clear,win,4380,5277,0,0
champ_snowpelt_cub@2|enemy_drained_stalker@3,enemy_avalanche_engine|enemy_stretcher_hand@2,clear,win,4800,3002,0,0
champ_grovekeeper_tapir@2|champ_spectral_heron@3,champ_nightglass_mantis|enemy_sergeant_at_arms,clear,win,4431,5369,0,0
champ_mournhollow@3|champ_reedbank_otter@2,champ_wintermoth|enemy_glacier_goliath@3,clear,draw,12072,1754,0,1
champ_frostquill_porcupine@3|champ_veldt_pronghorn@2,champ_will_o_fawn|enemy_steam_engineer@3,clear,win,4205,4443,0,0
champ_boulderhide_skink@2|enemy_cold_iron_yeti@3,champ_dusk_bat|enemy_caged_storm_drake@2,clear,win,7200,3648,0,0
champ_frostfang_wolverine|champ_thunderclap_gorilla@2,champ_lostlight_wisp@2|champ_sunspear_falcon@2,clear,win,6454,983,0,0
champ_thunderclap_gorilla|enemy_brineblight_berserker,enemy_drained_stalker|enemy_field_chaplain@3,clear,win,8615,1174,0,0
champ_boulderhide_skink@3|champ_reedbank_otter,champ_fogveil_moth@3|enemy_battlemage@3,clear,loss,7078,0,1334,0
champ_snowpelt_cub@3|enemy_iron_maiden,champ_umbra@3|enemy_flood_tyrant,clear,loss,10666,0,4001,0
champ_coral_colossus@2|enemy_cold_iron_yeti,champ_marsh_thrush|enemy_crossbow_levy@3,clear,draw,12049,0,74,1
champ_lostlight_wisp@2|enemy_company_captain@2,enemy_heavy_knight@3|enemy_iron_collared_hound,clear,loss,8368,0,4555,0
champ_snowpelt_cub|enemy_brineblight_berserker@3,enemy_battlemage@3|enemy_heavy_knight@3,clear,loss,7576,0,3139,0
champ_hollow_elk|enemy_crossbow_levy@2,enemy_dredge_hulk@3|enemy_hierarch@2,clear,loss,7698,0,6407,0
champ_coppercrest_stork@2|champ_thunderclap_gorilla@3,champ_grovekeeper_tapir@2|champ_hoarfrost_owl@3,clear,win,7110,4590,0,0
champ_geode_beetle@2|enemy_maw_of_the_drowned@2,champ_goldhide_rhino|enemy_hollowed_wisp,clear,draw,12021,1778,0,1
enemy_company_guard|enemy_iron_collared_hound,enemy_lord_commander@2|enemy_sergeant_at_arms@3,clear,loss,6000,0,5249,0
champ_duskstep_marten@3|enemy_field_chaplain,enemy_signal_drummer|enemy_standard_bearer,clear,win,4800,3326,0,0
champ_aegis_tortoise|enemy_shaftmaw@3,champ_sparkfly|enemy_arcanist,clear,win,4800,1464,0,0
champ_mirewarden_toad@3|enemy_storm_tyrant@2,enemy_company_captain|enemy_powder_sapper@2,clear,win,4000,7684,0,0
champ_dawnwisp@3|enemy_standard_bearer@2,enemy_battlemage@2|enemy_glacier_goliath,clear,draw,12055,0,0,1
champ_frostplate_tortoise@2|champ_phantom_lynx@3,champ_wraithorn_stag@2|enemy_dredge_hulk@3,clear,draw,12058,0,2515,1
champ_hoarfrost_owl@2|champ_sparkfly,champ_thunderhide_bison@3|enemy_conscript,clear,loss,5914,0,2622,0
champ_glacierback_mammoth@3|champ_thunderhide_bison,champ_snowpelt_cub@2|champ_torrent_heron@2,clear,win,7200,6230,0,0
champ_frostfang_wolverine@2|enemy_stormhawk,enemy_archmagus_imperator@2|enemy_inquisitor@2,clear,loss,6000,0,1957,0
champ_aurion@3|enemy_arcanist@3,champ_springfrog|enemy_battlemage@3,clear,win,2400,6738,0,0
champ_aegis_tortoise@3|champ_fogveil_moth@2,enemy_dredge_hulk@2|enemy_shroud_killer,clear,draw,12048,1967,0,1
champ_borealis|champ_springfrog@3,champ_hollow_elk@2|champ_permafrost_walrus@3,clear,draw,12037,226,0,1
champ_dawnwisp|champ_goldcrest_lark@3,champ_snowpelt_cub@3|enemy_company_captain@2,clear,draw,12049,0,2429,1
champ_coral_colossus@2|enemy_flood_tyrant,enemy_caged_banshee|enemy_spymaster@2,clear,win,7561,1716,0,0
champ_eclipse_jaguar@2|enemy_inquisitor@3,enemy_hexblade_officer@2|enemy_levyman@3,clear,win,9999,2094,0,0
champ_coppercrest_stork|champ_thunderhoof_colt,champ_coral_colossus@2|champ_nightglass_mantis@2,clear,loss,4800,0,3603,0
champ_coral_colossus|champ_nightglass_mantis,champ_umbra@3|champ_veilfang_wolf@3,clear,loss,4800,0,7770,0
champ_marshghast_boar@3|enemy_sundered_lord@3,champ_will_o_fawn@3|enemy_standard_bearer@3,clear,win,5636,9591,0,0
champ_borealis@2|enemy_caged_banshee@2,enemy_hexblade_officer@2|enemy_maw_of_the_drowned@2,clear,win,10800,817,0,0
champ_geode_beetle@3|enemy_slag_sentinel,champ_voltscale_mamba@3|enemy_quarry_crawler,clear,loss,7625,0,1439,0
champ_glacierback_mammoth@3|enemy_heavy_knight,enemy_iron_maiden@2|enemy_riflemaster@3,clear,draw,12093,0,0,1
champ_aurion@3|enemy_slag_sentinel@3,enemy_hierarch@3|enemy_quarried_behemoth,clear,draw,12000,5687,0,1
champ_coral_colossus@2|champ_granite_gorilla@3,enemy_arcanist|enemy_lord_commander,clear,win,8646,3532,0,0
champ_dawnwisp|enemy_steam_knight@3,champ_thunderclap_gorilla@3|enemy_arcanist@3,clear,loss,4800,0,5012,0
champ_sunmane_lion@2|enemy_hollowed_wisp@2,enemy_avalanche_engine@3|enemy_gunslinger@3,clear,loss,3692,0,3709,0
champ_mirage_caracal@3|enemy_riven_frost_wyrm@3,champ_thunderhoof_colt|enemy_lord_commander,clear,win,3600,6242,0,0
champ_coppercrest_stork|champ_springfrog,champ_mournhollow@2|enemy_steam_engineer@2,clear,loss,7200,0,2640,0
champ_goldhide_rhino|enemy_avalanche_engine@3,champ_sunspear_falcon@2|champ_voltscale_mamba@2,clear,win,7829,325,0,0
enemy_brineblight_berserker@3|enemy_drained_stalker,enemy_cannoneer|enemy_crossbow_levy@2,clear,win,6000,2158,0,0
champ_duskstep_marten@3|enemy_field_chaplain,champ_grovekeeper_tapir|champ_mirewarden_toad,clear,draw,12047,1623,0,1
champ_fogveil_moth@2|enemy_conscript@2,champ_frostfang_wolverine|enemy_company_guard@2,clear,loss,6363,0,2023,0
champ_eclipse_jaguar@2|champ_wintermoth@3,champ_sparkfly|enemy_stone_warden,clear,draw,12061,0,152,1
enemy_field_medic|enemy_veil_lord@3,enemy_frost_sovereign@3|enemy_slag_sentinel@3,clear,loss,11333,0,4340,0
champ_fogveil_moth@2|champ_voltmane_jackal@3,champ_geode_beetle@2|champ_veldt_pronghorn@3,clear,win,7333,3376,0,0
enemy_avalanche_engine|enemy_hierarch@2,enemy_capture_rig_wolf|enemy_spymaster@3,clear,loss,4800,0,2824,0
champ_sunspear_falcon@3|enemy_crossbow_levy,enemy_arcanist|enemy_shaftmaw@3,clear,win,5743,2371,0,0
champ_coral_colossus|enemy_dredge_hulk,champ_wraithorn_stag@3|enemy_drained_stalker@3,clear,loss,6271,0,4800,0
enemy_caged_storm_drake@3|enemy_hierarch@3,enemy_flood_tyrant@3|enemy_levyman@3,clear,draw,12101,63,0,1
champ_dusk_bat@3|enemy_standard_bearer,champ_ember_salamander@3|enemy_stormhawk@2,clear,loss,7200,0,1800,0
champ_cliffeyrie_eagle@3|enemy_crossbow_levy@3,enemy_sergeant_at_arms@3|enemy_stretcher_hand@3,clear,win,6256,5072,0,0
champ_cliffeyrie_eagle|champ_hoarfrost_owl@2,champ_lostlight_wisp|enemy_stretcher_hand@3,clear,win,8308,2014,0,0
champ_eclipse_jaguar@2|champ_goldhide_rhino@2,champ_snowpelt_cub|enemy_steam_engineer,clear,win,7163,4273,0,0
enemy_archmagus_imperator@3|enemy_avalanche_engine@2,enemy_brineblight_berserker@2|enemy_pikeman@3,clear,win,8000,2713,0,0
champ_thunderhoof_colt@2|enemy_stone_warden@3,champ_umbra|enemy_dredge_hulk,clear,win,9320,8818,0,0
champ_mirewarden_toad@3|champ_will_o_fawn@3,enemy_gunslinger@3|enemy_veil_lord,clear,draw,12065,0,104,1
champ_cliffeyrie_eagle@2|enemy_sergeant_at_arms,champ_iceclaw_lynx|enemy_stretcher_hand@3,clear,win,8308,1858,0,0
champ_marsh_thrush@2|enemy_thunder_bull@3,enemy_company_guard@3|enemy_riven_frost_wyrm@3,clear,draw,12073,0,539,1
champ_boulderhide_skink@2|champ_glade_heron@2,champ_spectral_heron@2|champ_tempest_eel@2,clear,loss,7200,0,328,0
champ_permafrost_walrus@2|enemy_dredge_hulk,champ_thunderclap_gorilla@3|enemy_shaftmaw@2,clear,loss,5679,0,3518,0
champ_goldcrest_lark@3|champ_nightglass_mantis,enemy_grand_marshal@3|enemy_veil_lord@2,clear,loss,5258,0,6211,0
champ_veilfang_wolf@2|enemy_steam_engineer@3,enemy_avalanche_engine@2|enemy_caged_storm_drake@3,clear,loss,7200,0,3295,0
champ_fogveil_moth|enemy_powder_sapper@3,champ_grovekeeper_tapir@2|enemy_iron_collared_hound@2,clear,win,9058,1147,0,0
champ_frostfang_wolverine@3|enemy_drained_stalker@3,champ_veldt_pronghorn@2|enemy_sundered_lord@2,clear,win,5253,3802,0,0
champ_mirewarden_toad@3|enemy_heavy_knight,enemy_caged_banshee|enemy_hollowed_wisp@2,clear,win,6913,6384,0,0
champ_marshghast_boar@3|enemy_archmagus_imperator@3,enemy_spymaster@3|enemy_voltaic_diviner@2,clear,win,6667,7290,0,0
champ_iceclaw_lynx@3|champ_torrent_heron,champ_thunderhide_bison@2|enemy_levyman@2,clear,win,7909,2629,0,0
champ_ember_salamander@2|champ_grovekeeper_tapir,champ_marshghast_boar@2|enemy_drowned_siren,clear,draw,12055,0,0,1
champ_goldcrest_lark@3|champ_nightglass_mantis,champ_reedbank_otter|enemy_hexblade_officer@3,clear,loss,7200,0,2943,0
champ_eclipse_jaguar|enemy_lord_commander@3,champ_wraithorn_stag|enemy_storm_tyrant@3,clear,win,10047,171,0,0
